Calorias,Tiempo,Peso,Velocidad
362.1,18.9,73.4,15.1
256.2,17.4,76.9,11.1
451.3,30.2,67.4,12.9
305.9,21.3,68.4,12.2
1151.9,78.4,76.3,11.2
930.5,55.4,77.3,12.6
97.2,9.6,64.8,9.1
271.2,16.8,71.3,13.1
742.1,49.0,77.1,11.4
319.8,22.5,68.2,12.1
1123.4,51.2,84.3,15.1
421.9,35.0,68.4,10.2
747.3,59.0,59.5,12.3
939.7,54.5,79.5,12.6
922.9,50.2,69.6,15.3
75.0,5.7,60.8,12.5
738.5,51.4,72.1,11.5
233.3,16.2,76.6,10.9
729.1,52.0,75.1,10.8
290.5,13.6,83.4,14.9
1104.0,79.4,72.4,11.1
780.0,51.3,63.4,13.9
97.1,6.3,70.3,12.6
219.6,15.6,62.4,13.1
855.0,65.2,66.5,11.4
429.5,34.9,67.8,10.5
191.3,16.2,62.4,11.0
147.8,10.6,75.7,10.7
1180.9,69.6,82.4,11.9
985.7,66.9,72.9,11.7
699.2,64.6,62.9,10.0
917.8,70.2,67.2,11.3
512.2,40.6,75.2,9.7
610.6,36.2,80.0,12.2
836.1,79.3,64.6,9.5
612.4,48.2,60.9,12.1
338.2,26.4,68.8,10.8
978.1,87.3,71.0,9.1
796.6,39.8,74.2,15.6
540.6,38.0,70.3,11.7
225.0,14.8,62.0,14.2
838.6,55.2,88.8,9.9
1043.0,46.8,81.7,15.8
881.1,56.1,81.2,11.2
502.2,31.4,91.4,10.1
431.9,40.5,58.8,10.5
492.2,59.2,45.0,10.7
465.9,27.0,69.0,14.5
686.6,37.2,100.0,10.7
979.6,67.5,66.1,12.7
705.5,35.1,76.8,15.2
259.2,19.4,55.0,14.0
1051.7,72.7,74.2,11.3
576.5,39.2,67.6,12.6
193.9,11.9,77.2,12.2
908.8,74.0,69.1,10.3
435.5,41.5,53.2,11.4
112.6,8.9,58.6,12.5
369.7,25.5,68.6,12.2
1005.5,56.3,75.1,13.8
1087.3,59.8,82.4,12.8
1049.8,63.3,72.5,13.2
934.7,47.5,76.9,14.8
234.6,25.6,46.0,11.5
599.9,32.5,67.0,16.0
922.6,56.1,77.0,12.4
882.2,60.6,57.3,14.7
1034.0,52.5,72.5,15.7
1028.6,65.8,70.0,12.9
107.4,7.3,77.1,11.0
929.2,37.7,89.4,16.0
1158.6,55.8,80.6,14.9
320.5,20.5,62.7,14.5
266.6,25.6,61.4,9.8
266.2,25.6,66.3,9.1
521.0,25.5,82.1,14.4
589.0,57.3,53.3,11.2
1004.8,57.1,67.0,15.2
739.0,45.5,59.1,15.9
521.0,30.2,71.6,13.9
517.1,30.6,70.4,13.9
708.1,52.7,78.4,9.9
516.1,41.3,60.2,12.0
426.8,32.3,68.5,11.2
633.0,36.5,68.6,14.6
191.9,26.7,39.0,10.7
878.6,75.4,60.8,11.1
683.9,38.3,88.3,11.7
92.7,9.3,49.7,11.6
879.8,57.7,79.0,11.2
129.8,7.9,74.0,12.9
182.2,10.7,79.8,12.4
306.5,23.3,67.2,11.3
163.7,10.7,63.6,13.9
627.1,33.5,71.5,15.2
519.4,33.1,72.0,12.6
108.8,10.2,57.5,10.7
396.3,28.8,51.2,15.6
442.3,26.6,73.3,13.1
691.0,39.7,66.2,15.2
235.6,20.4,70.7,9.5
197.2,10.2,95.4,11.8
831.3,65.2,77.8,9.5
251.4,19.8,66.7,11.0
146.0,7.3,73.6,15.8
621.7,48.0,61.2,12.2
132.3,11.2,60.3,11.4
257.9,21.6,72.5,9.5
367.7,35.7,48.2,12.4
742.7,41.3,69.7,14.9
553.7,32.6,72.0,13.7
691.6,50.8,70.3,11.2
867.3,69.7,69.6,10.4
1292.0,62.3,92.0,13.0
161.5,11.5,71.0,11.5
221.7,16.5,70.6,11.0
486.1,27.4,86.1,11.9
876.9,55.1,72.4,12.7
245.7,13.3,78.9,13.6
700.3,49.7,51.9,15.7
150.7,9.5,69.6,13.1
624.9,46.9,56.9,13.6
769.8,55.8,86.2,9.3
559.8,48.4,71.6,9.4
168.1,10.6,70.9,13.0
1151.9,56.1,78.6,15.1
1154.1,92.8,76.9,9.4
1128.9,59.7,87.4,12.5
297.6,12.9,89.5,14.9
926.6,59.5,71.0,12.7
196.0,8.1,92.4,15.1
335.8,25.8,67.0,11.2
483.8,34.0,67.6,12.2
551.5,29.9,82.5,12.9
618.2,36.0,71.2,14.0
312.4,18.3,68.4,14.5
366.5,29.4,66.3,10.9
1135.2,81.8,81.7,9.8
508.7,36.8,74.1,10.8
1272.2,87.2,85.0,9.9
555.0,55.4,54.2,10.7
515.5,31.1,67.1,14.3
303.4,28.4,52.1,11.9
474.6,39.3,63.4,11.0
838.7,71.1,61.3,11.2
604.9,36.9,69.7,13.6
633.0,46.9,69.8,11.2
830.6,53.1,80.0,11.3
455.8,31.7,79.7,10.4
531.0,37.2,60.4,13.7
642.5,79.4,51.7,9.1
840.3,51.4,73.9,12.8
432.9,23.7,76.5,13.8
145.1,8.3,69.9,14.5
1150.7,55.7,79.6,15.0
245.2,16.3,81.5,10.7
683.8,48.2,66.7,12.3
223.4,16.6,55.8,14.0
970.1,62.2,64.0,14.1
209.4,11.7,66.2,15.6
803.6,49.6,73.5,12.8
695.6,42.5,64.4,14.7
110.2,9.6,70.9,9.3
262.0,22.3,72.2,9.4
877.2,76.3,62.5,10.7
1146.8,85.1,76.1,10.3
504.6,41.1,49.4,14.4
809.4,73.3,63.7,10.0
232.2,17.7,76.4,9.9
972.5,62.5,68.6,13.1
726.1,56.7,78.2,9.5
999.9,50.5,72.3,15.9
468.9,28.8,65.4,14.4
803.9,75.6,65.2,9.4
462.8,32.9,67.4,12.1
814.4,55.6,60.3,14.1
459.7,41.1,70.2,9.2
819.0,82.8,58.1,9.9
1207.7,71.0,78.0,12.6
121.0,7.0,71.7,13.9
493.4,34.3,67.8,12.3
755.8,46.7,67.4,13.9
206.8,16.8,72.1,9.9
630.7,44.6,65.3,12.5
505.2,28.9,75.5,13.4
949.0,72.4,66.0,11.5
454.9,26.7,64.6,15.3
343.1,25.4,61.6,12.7
98.6,4.7,79.3,15.4
650.3,39.5,78.2,12.2
817.7,50.8,58.8,15.9
144.7,10.0,72.5,11.6
605.5,71.8,48.3,10.1
1090.4,73.5,80.3,10.7
433.8,31.5,76.8,10.4
590.6,31.4,70.6,15.4
524.1,30.8,61.8,16.0
253.4,15.5,70.4,13.4
882.1,54.4,66.9,14.0
679.0,37.2,91.2,11.6
684.7,43.4,62.5,14.6
804.1,61.5,51.8,14.6
765.0,55.9,61.4,12.9
114.9,7.6,72.4,12.0
614.2,38.4,72.6,12.7
527.9,34.4,66.3,13.4
488.6,31.1,71.1,12.8
502.9,34.1,79.7,10.7
394.8,25.3,74.3,12.2
280.7,17.3,70.9,13.2
488.8,29.7,64.1,14.9
263.5,19.8,79.5,9.7
163.4,12.8,65.5,11.3
767.0,51.3,64.1,13.5
237.6,16.5,73.9,11.3
243.9,14.4,74.4,13.2
408.6,32.5,64.1,11.4
375.5,26.3,77.3,10.7
1175.2,88.3,80.9,9.5
1285.5,60.6,85.2,14.4
908.1,48.4,70.7,15.4
885.3,64.5,63.6,12.5
813.6,50.2,74.2,12.7
1049.5,58.0,84.3,12.4
116.3,7.0,85.1,11.2
86.3,6.3,52.5,15.2
97.0,7.2,69.4,11.3
378.1,27.3,54.0,14.8
136.2,7.5,69.0,15.2
166.3,11.8,68.7,11.9
655.9,58.3,52.1,12.5
794.0,50.1,75.7,12.1
831.2,46.0,68.1,15.4
212.4,10.1,79.2,15.4
255.7,11.9,79.8,15.6
791.4,49.8,78.8,11.7
495.3,32.4,60.4,14.6
199.3,19.8,60.5,9.6
458.7,21.5,80.9,15.3
538.5,32.3,69.3,14.0
174.8,10.2,65.0,15.2
753.7,68.4,67.3,9.5
930.9,43.9,83.6,14.7
1101.3,55.2,73.6,15.7
638.0,34.5,81.0,13.2
812.4,53.4,77.0,11.5
1280.3,82.8,90.8,9.9
861.6,63.3,77.6,10.2
229.3,16.3,79.1,10.3
648.1,55.7,60.2,11.2
365.4,17.0,93.1,13.3
336.3,24.9,58.2,13.4
532.9,56.4,58.8,9.3
462.1,28.4,77.4,12.2
661.3,39.3,64.3,15.2
119.0,13.2,56.4,9.3
920.3,85.0,64.6,9.7
1156.0,82.6,79.2,10.2
966.7,60.7,81.2,11.4
842.4,79.3,61.0,10.1
183.6,10.6,80.0,12.5
646.8,39.5,67.9,14.0
106.4,8.7,52.1,13.5
294.6,24.2,73.1,9.6
692.1,64.9,62.4,9.9
271.5,27.4,51.9,11.0
627.8,35.9,74.4,13.6
552.4,27.0,74.9,15.8
362.8,28.8,74.6,9.8
901.7,54.7,61.3,15.6
916.1,47.5,72.3,15.4
569.5,47.6,70.7,9.8
169.8,10.0,77.2,12.7
538.8,42.4,61.0,12.1
244.1,16.3,73.7,11.8
980.1,60.6,77.8,12.0
736.2,43.9,69.6,14.0
574.6,29.7,80.3,13.9
341.5,16.0,78.3,15.8
415.8,22.4,68.0,15.8
736.1,43.0,69.8,14.2
1150.0,59.0,83.9,13.5
750.3,43.5,80.7,12.4
821.1,61.6,75.7,10.2
196.7,16.5,76.3,9.0
312.9,28.2,59.6,10.8
529.6,42.6,63.9,11.3
452.2,38.0,65.0,10.6
630.8,34.7,85.1,12.4
961.0,52.5,78.6,13.5
247.1,12.5,76.5,15.0
524.1,35.9,79.7,10.6
467.7,36.9,55.1,13.3
309.4,29.6,67.0,9.0
589.3,41.6,79.2,10.3
842.4,43.8,80.7,13.8
283.7,24.8,55.9,11.9
912.0,67.8,83.9,9.3
437.6,24.5,76.4,13.6
627.8,43.7,76.9,10.8
149.3,10.4,64.6,12.9
646.7,44.1,74.9,11.3
877.5,56.8,60.3,14.8
1342.1,96.0,89.5,9.1
490.2,31.2,70.9,12.8
937.8,37.9,90.1,15.9
880.6,78.1,65.6,10.0
773.5,65.7,66.2,10.3
1056.7,48.9,83.2,15.0
991.7,54.1,77.2,13.8
1170.3,66.1,91.9,11.2
959.4,68.5,74.1,10.9
771.9,62.7,75.7,9.4
202.4,11.8,77.6,12.8
954.3,54.0,66.8,15.3
251.6,31.4,45.0,10.3
701.9,38.6,71.8,14.7
336.1,24.7,63.0,12.5
937.0,65.4,77.1,10.8
232.6,12.4,79.5,13.7
127.1,6.5,81.9,13.8
485.6,50.3,57.2,9.8
288.1,21.9,48.7,15.6
666.7,29.6,82.3,15.9
1004.4,48.8,85.1,14.0
339.7,30.8,64.4,9.9
86.2,6.0,67.9,12.3
1095.3,64.7,78.5,12.5
800.8,41.3,74.2,15.1
386.1,32.4,65.8,10.5
1031.0,89.9,71.4,9.3
590.7,38.2,79.9,11.2
824.7,42.2,79.7,14.2
415.4,46.9,49.6,10.3
1060.7,66.9,70.0,13.1
124.4,7.4,62.2,15.6
704.3,61.1,66.7,10.0
601.1,51.1,69.7,9.8
523.1,50.3,53.0,11.4
246.9,14.8,83.4,11.5
893.8,68.1,68.0,11.2
247.0,17.6,51.2,15.9
515.6,33.0,65.9,13.7
770.1,55.3,59.7,13.5
462.9,22.5,80.7,14.8
383.3,25.7,70.6,12.2
517.5,36.6,54.4,15.1
143.3,7.8,85.2,12.5
891.4,59.8,67.1,12.8
911.3,47.1,71.5,15.7
168.5,16.3,57.4,10.4
849.5,76.5,68.1,9.4
702.1,30.9,85.0,15.5
452.6,35.6,48.5,15.2
273.3,15.0,71.0,14.9
324.0,27.4,70.9,9.6
464.1,36.8,80.3,9.1
478.3,29.3,68.6,13.8
978.4,61.5,63.0,14.6
661.0,59.4,67.2,9.6
741.9,71.3,64.1,9.4
417.7,24.9,83.4,11.7
364.7,24.3,80.5,10.8
657.2,36.4,69.0,15.1
164.9,12.4,83.8,9.2
1050.8,60.0,81.7,12.4
1164.5,65.6,85.2,12.1
636.0,54.9,52.6,12.8
997.1,50.7,79.6,14.3
324.6,22.6,54.7,15.2
796.8,72.6,70.1,9.1
855.9,40.0,78.1,15.8
833.0,73.5,65.2,10.1
345.3,31.0,52.2,12.4
277.7,15.3,66.6,15.7
334.0,35.2,60.2,9.1
742.0,45.9,66.2,14.1
350.0,26.9,59.7,12.6
839.7,85.1,63.2,9.0
123.5,7.8,67.5,13.6
649.1,50.2,73.6,10.2
379.8,23.4,66.7,14.1
153.8,9.1,74.2,13.2
644.6,39.1,67.1,14.2
200.7,18.4,40.8,15.4
438.5,25.2,83.0,12.2
557.6,31.8,69.0,14.7
684.4,69.2,63.1,9.1
104.0,4.8,91.7,13.5
305.2,21.1,70.2,11.9
910.2,62.9,62.6,13.4
518.9,29.0,74.9,13.9
960.3,44.6,78.8,15.8
232.1,13.6,65.6,15.0
237.7,23.9,58.8,9.8
648.5,59.5,68.8,9.2
452.9,26.5,62.2,15.9
247.8,20.0,76.6,9.3
161.8,14.2,70.5,9.3
603.1,41.2,89.8,9.4
136.7,8.9,68.0,13.1
1096.8,75.5,75.9,11.1
182.5,18.6,61.1,9.3
246.3,15.0,67.3,14.2
342.1,19.2,75.7,13.6
1286.5,63.0,85.7,13.8
149.3,10.2,61.9,13.7
242.9,22.0,53.7,11.9
79.1,5.9,72.4,10.6
1011.5,73.8,65.1,12.2
983.2,63.2,67.7,13.3
474.5,34.3,64.7,12.4
747.0,71.8,60.7,9.9
878.1,41.8,84.5,14.4
732.5,48.2,59.8,14.7
696.7,39.9,73.6,13.7
71.4,6.3,53.1,12.4
794.4,41.6,72.1,15.3
859.7,56.4,62.5,14.1
408.2,32.3,77.1,9.5
1101.2,68.4,84.2,11.1
1078.6,87.4,72.7,9.8
656.0,43.7,63.8,13.6
725.9,39.0,84.8,12.7
901.1,49.7,74.4,14.1
1161.5,64.2,82.9,12.6
1177.3,58.1,80.5,14.6
132.5,11.7,64.1,10.2
955.2,59.9,70.0,13.2
1301.9,85.8,91.6,9.6
935.4,60.5,69.2,13.0
363.5,19.7,69.8,15.3
895.4,52.0,66.5,15.0
563.8,30.6,78.2,13.7
1033.3,63.8,73.3,12.8
1133.5,50.6,91.0,14.2
966.3,84.1,65.4,10.2
303.8,17.9,68.3,14.4
912.1,44.7,87.3,13.5
388.4,38.2,53.9,10.9
520.7,35.3,60.3,14.2
906.7,66.2,66.5,11.9
1155.9,65.3,74.6,13.7
580.4,62.5,58.3,9.2
1343.2,62.1,87.6,14.3
314.4,21.8,73.8,11.3
587.4,30.7,83.7,13.2
145.1,7.9,68.5,15.6
917.2,76.7,74.1,9.3
997.7,76.7,76.3,9.9
1162.2,49.7,86.1,15.7
244.9,24.1,60.5,9.7
452.7,24.3,69.7,15.5
464.0,25.9,69.5,14.9
619.0,53.6,65.6,10.2
402.6,37.3,60.9,10.3
581.0,49.1,63.2,10.8
745.8,55.8,61.9,12.5
70.1,8.0,55.7,9.1
1128.7,60.1,73.9,14.7
147.4,14.9,49.7,11.5
994.8,60.8,69.3,13.7
709.8,47.7,73.4,11.7
735.0,62.1,55.3,12.4
421.4,22.7,79.0,13.6
994.3,55.8,70.8,14.6
706.8,31.4,86.4,15.1
1076.5,74.5,70.8,11.8
854.4,81.3,67.2,9.1
885.4,50.3,74.4,13.7
674.1,35.7,70.2,15.6
261.8,15.1,84.5,11.9
985.9,74.8,66.1,11.5
455.2,32.8,65.8,12.2
207.3,14.2,72.2,11.7
150.6,9.7,68.3,13.2
447.5,40.6,57.1,11.2
281.7,27.3,56.4,10.6
371.8,28.9,76.5,9.7
303.3,17.6,71.9,13.8
748.5,72.4,57.1,10.5
1173.7,59.6,80.8,14.1
115.6,8.5,68.9,11.4
346.0,18.8,72.6,14.7
417.1,36.8,60.7,10.8
917.0,55.7,64.8,14.7
794.4,44.9,82.8,12.4
583.4,26.0,88.7,14.6
92.2,8.6,47.6,13.1
999.1,43.9,83.3,15.8
119.6,10.4,65.5,10.2
999.1,50.3,75.0,15.3
576.8,53.9,64.5,9.6
339.2,20.7,75.8,12.5
626.1,37.5,69.3,14.0
456.5,28.9,72.5,12.6
762.1,68.0,49.3,13.2
857.6,79.7,61.0,10.2
254.9,19.1,70.9,10.9
1101.2,52.1,84.2,14.5
286.5,13.7,77.5,15.7
147.6,10.4,72.4,11.4
642.0,57.4,67.6,9.6
389.6,19.2,73.5,16.0
1028.5,58.0,70.5,14.6
174.1,10.8,71.3,13.1
124.4,7.5,67.6,14.2
557.8,33.9,75.1,12.7
429.0,38.6,48.7,13.2
333.7,22.6,76.2,11.2
489.0,27.9,64.9,15.6
439.8,22.8,86.4,12.9
68.9,5.7,54.7,12.8
1237.5,82.1,82.1,10.6
1027.1,67.4,73.5,12.0
764.8,43.5,72.5,14.0
1170.3,86.1,81.0,9.7
308.0,24.1,69.4,10.7
670.5,47.4,68.5,12.0
132.4,9.9,56.4,13.7
791.6,55.1,92.0,9.0
112.5,9.1,73.9,9.7
735.6,72.7,64.7,9.1
750.6,41.6,87.6,11.9
244.6,18.3,81.4,9.5
249.6,15.9,79.6,11.4
402.9,38.4,65.5,9.3
628.9,26.6,91.9,14.9
594.1,46.0,61.4,12.2
547.9,52.9,60.6,9.9
808.2,44.2,76.7,13.8
78.6,7.5,59.7,10.1
138.3,8.5,74.7,12.6
473.8,46.1,58.5,10.2
105.5,6.8,67.9,13.2
1013.4,47.9,79.1,15.5
468.0,27.8,74.2,13.1
285.2,22.1,81.1,9.2
698.7,55.1,70.3,10.5
199.2,11.1,73.2,14.2
1092.4,63.0,73.7,13.6
650.6,41.2,60.1,15.2
247.1,18.2,70.1,11.2
951.2,71.9,66.2,11.6
181.0,13.9,70.5,10.7
451.5,40.3,61.0,10.6
596.4,35.4,79.5,12.3
88.4,7.8,67.9,9.7
616.6,32.9,88.9,12.2
646.1,53.4,54.6,12.8
727.5,30.2,97.6,14.3
191.2,10.7,77.2,13.4
484.7,69.7,44.2,9.1
178.2,12.4,52.9,15.7
282.1,19.7,80.4,10.3
300.5,21.7,77.6,10.3
1019.5,96.4,65.6,9.3
486.3,34.1,56.9,14.5
892.6,43.0,82.9,14.5
894.1,39.0,83.3,15.9
797.6,73.1,60.2,10.5
296.1,15.8,71.9,15.1
799.1,72.6,63.8,10.0
716.9,40.8,84.9,12.0
897.9,50.7,75.4,13.6
365.8,24.1,63.7,13.8
106.3,5.4,83.5,13.5
342.9,23.9,57.8,14.4
1036.1,57.0,81.2,13.0
479.2,34.9,59.6,13.3
252.9,12.4,75.7,15.6
813.1,64.2,72.2,10.2
250.8,16.9,68.4,12.6
1298.0,73.4,83.8,12.2
513.2,41.4,68.5,10.5
1181.3,55.7,78.3,15.7
539.8,28.3,70.5,15.7
885.1,72.9,66.6,10.6
434.9,21.0,83.7,14.3
621.8,32.3,70.7,15.8
158.3,8.0,77.3,14.8
1077.8,51.3,79.6,15.3
329.0,16.8,80.0,14.2
761.2,48.3,70.0,13.0
395.4,32.9,70.6,9.9
368.9,37.3,42.2,13.6
85.3,6.8,75.1,9.6
430.1,20.3,81.0,15.2
601.9,57.2,47.9,12.7
186.9,14.6,68.7,10.8
579.7,39.5,68.1,12.5
129.8,9.1,58.2,14.2
692.3,34.4,73.1,15.9
164.6,10.4,75.9,12.1
642.2,48.7,79.0,9.7
725.0,55.3,73.2,10.4
614.3,45.4,67.0,11.7
396.8,29.8,49.9,15.4
903.8,50.0,72.2,14.5
891.0,64.5,60.6,13.2
975.6,50.1,74.8,15.1
811.1,84.3,60.6,9.2
453.2,22.6,73.5,15.8
749.2,61.9,76.7,9.1
594.4,50.0,62.7,11.0
287.9,26.2,61.9,10.3
183.7,12.8,60.1,13.8
137.9,13.8,56.1,10.3
490.8,35.6,68.4,11.7
393.5,30.9,81.2,9.1
395.0,25.1,76.3,12.0
438.0,24.6,84.9,12.1
103.7,7.1,80.3,10.6
805.1,52.3,70.9,12.6
499.9,23.5,78.2,15.8
419.5,30.3,68.9,11.6
383.4,28.4,85.9,9.1
296.8,19.3,80.0,11.1
848.7,84.2,57.1,10.2
258.4,20.8,72.5,9.9
117.5,7.0,63.8,15.1
580.3,35.1,88.3,10.8
509.5,58.7,45.4,11.1
427.6,27.5,87.7,10.3
807.5,50.0,81.5,11.5
1087.4,89.2,77.5,9.1
800.7,45.4,70.5,14.5
866.1,63.0,70.2,11.3
735.0,41.5,74.3,13.8
984.3,83.2,68.0,10.1
451.6,32.1,58.9,13.8
778.3,49.3,81.1,11.3
918.8,88.3,63.5,9.5
900.9,50.8,95.1,10.8
856.0,47.6,66.6,15.6
1010.4,63.6,75.8,12.1
543.4,38.6,66.2,12.3
435.6,29.0,63.1,13.8
867.3,55.6,71.7,12.6
625.2,54.5,66.5,10.0
168.5,14.8,59.0,11.1
1113.9,68.4,87.6,10.8
163.3,13.7,68.8,10.1
568.2,27.3,85.6,14.1
356.8,22.6,73.2,12.5
606.8,35.3,66.7,14.9
1134.4,63.8,78.3,13.1
681.6,55.0,62.1,11.6
265.8,15.8,84.5,11.6
781.5,48.7,73.9,12.6
236.5,14.2,80.7,12.0
874.7,58.0,75.1,11.6
279.5,20.6,71.2,11.0
324.0,30.8,64.1,9.5
76.2,5.4,53.7,15.3
1063.0,59.3,69.1,15.0
504.2,40.9,66.2,10.8
119.1,7.7,85.8,10.5
563.6,27.3,76.4,15.6
398.3,33.5,74.9,9.2
507.5,39.1,76.5,9.8
648.2,43.9,67.3,12.7
234.2,15.5,80.0,11.0
569.2,36.6,67.0,13.5
511.1,33.5,64.3,13.7
389.2,27.0,79.0,10.6
773.7,44.9,71.3,14.0
1230.0,67.7,88.8,11.9
1113.3,92.5,72.2,9.7
641.8,46.3,68.3,11.7
717.5,62.2,65.6,10.2
475.4,19.9,90.3,15.3
497.0,29.7,66.2,14.7
737.7,81.5,57.5,9.1
252.9,22.3,63.2,10.4
530.8,41.4,61.4,12.1
223.7,15.9,84.2,9.7
527.9,23.9,82.3,15.5
182.2,13.8,69.5,11.0
262.2,14.0,79.1,13.7
215.2,13.5,61.9,14.9
679.7,48.6,53.8,15.1
946.7,62.8,65.4,13.3
499.5,29.7,64.8,15.0
822.0,90.0,56.6,9.4
163.8,15.3,60.9,10.2
197.7,12.4,69.7,13.3
1074.3,61.5,75.3,13.4
772.1,78.6,58.2,9.8
636.3,39.9,67.8,13.6
319.0,17.4,76.7,13.9
942.3,49.0,69.8,15.9
455.1,32.2,83.8,9.8
885.6,66.9,61.3,12.5
152.0,14.9,51.1,11.6
389.4,21.2,73.5,14.5
673.1,59.5,69.1,9.5
113.4,5.6,80.6,14.7
698.9,59.3,59.4,11.5
1077.1,79.4,77.3,10.2
965.6,45.0,95.1,13.1
801.0,58.8,86.8,9.1
747.8,68.4,58.2,10.9
86.4,6.0,71.1,11.8
372.4,37.8,38.8,14.7
416.3,29.8,66.2,12.2
766.2,42.4,79.5,13.2
679.4,58.5,71.9,9.4
817.9,35.0,90.8,14.9
793.8,41.1,71.6,15.6
806.0,69.8,52.2,12.8
347.5,24.0,75.6,11.1
320.2,22.5,72.2,11.4
692.7,41.6,66.1,14.6
620.1,48.9,58.2,12.6
389.0,38.9,60.9,9.5
73.0,5.5,60.8,12.7
1116.7,68.7,87.4,10.8
447.1,20.5,92.9,13.6
455.6,34.5,73.5,10.4
201.5,15.3,62.1,12.3
288.9,13.0,88.1,14.6
157.8,14.4,61.2,10.4
517.6,45.7,72.3,9.1
762.7,51.4,81.0,10.6
834.7,58.5,76.3,10.8
148.1,9.1,71.1,13.3
480.8,29.3,71.5,13.3
792.8,60.2,70.7,10.8
111.5,10.1,64.9,9.8
120.4,10.6,72.7,9.1
1066.8,51.7,79.6,15.0
112.4,6.2,65.6,16.0
640.3,40.0,65.1,14.2
998.1,93.8,67.8,9.1
584.7,43.8,66.6,11.6
607.4,39.7,72.8,12.2
124.4,6.8,75.6,13.9
871.0,63.5,73.4,10.8
382.6,31.2,71.4,9.9
310.1,18.3,66.7,14.7
560.6,46.8,61.7,11.3
614.4,32.7,86.0,12.6
117.7,8.8,67.7,11.5
430.2,27.1,78.5,11.7
742.2,73.0,64.2,9.2
931.3,64.9,64.8,12.8
720.5,54.6,78.3,9.8
638.4,55.6,66.8,10.0
187.6,10.3,77.6,13.5
139.8,10.1,58.0,13.8
1104.1,67.1,77.2,12.3
836.8,51.3,81.5,11.6
448.4,30.9,61.9,13.6
964.8,82.6,70.1,9.7
151.4,9.1,85.9,11.2
639.3,39.5,64.2,14.6
450.6,32.5,69.2,11.6
445.7,25.2,90.5,11.3
318.1,17.4,78.4,13.5
487.5,33.3,56.9,14.9
547.3,33.7,64.7,14.5
630.8,41.5,69.7,12.6
761.8,77.5,53.0,10.7
512.1,33.4,60.4,14.7
384.2,24.6,79.2,11.4
147.7,9.0,85.2,11.2
257.1,15.6,69.9,13.7
1249.7,83.8,83.6,10.3
358.2,30.6,70.0,9.7
203.5,11.9,70.3,14.1
1004.1,68.3,68.8,12.4
465.0,26.5,66.4,15.3
176.6,12.3,67.8,12.2
1060.9,49.6,79.3,15.6
775.3,65.6,60.9,11.2
715.0,47.3,58.9,14.9
1076.8,50.3,78.8,15.7
507.2,25.1,75.6,15.5
252.1,16.8,72.6,12.0
673.9,37.5,72.8,14.3
294.1,23.8,63.9,11.2
1092.1,52.3,76.2,15.9
815.2,79.9,58.1,10.2
473.9,45.3,58.9,10.3
385.7,19.0,83.6,14.0
410.4,32.0,61.1,12.2
712.5,72.3,63.4,9.0
1083.4,64.0,75.9,12.9
945.4,51.7,69.0,15.3
983.4,49.9,73.9,15.5
88.3,5.3,84.8,11.3
593.6,43.7,54.5,14.4
633.7,47.3,58.7,13.2
101.5,12.9,48.4,9.4
69.5,6.5,65.9,9.4
401.2,28.7,70.2,11.5
1119.5,59.8,81.5,13.3
411.6,27.1,63.9,13.7
809.2,40.5,78.2,14.8
788.1,54.1,64.5,13.1
186.1,18.2,48.9,12.1
747.6,51.3,77.1,11.0
82.9,6.6,71.8,10.2
124.8,11.7,67.8,9.1
448.9,36.5,75.1,9.5
508.7,27.0,70.7,15.4
431.3,19.7,79.6,16.0
394.9,24.6,68.5,13.6
860.3,42.5,78.9,14.8
299.0,23.2,60.0,12.5
881.9,56.3,63.7,14.2
284.1,23.1,54.5,13.1
500.2,29.4,71.2,13.8
172.2,10.6,73.9,12.7
1033.7,46.4,91.7,14.1
440.6,48.6,57.1,9.2
865.9,58.6,69.3,12.4
273.3,18.9,70.2,11.9
349.2,35.7,62.8,9.0
179.2,13.1,59.2,13.4
626.8,51.6,58.9,11.9
561.4,50.9,51.0,12.5
363.4,27.8,71.8,10.5
360.9,39.0,58.1,9.2
637.9,60.4,64.9,9.4
748.5,49.2,60.2,14.6
813.4,51.1,74.1,12.4
707.7,39.2,80.5,13.0
1243.5,57.5,81.0,15.5
88.2,7.7,62.8,10.6
1045.5,54.7,76.9,14.4
1050.8,74.5,73.8,11.1
316.4,29.4,53.4,11.7
849.4,64.6,72.0,10.6
154.8,9.3,71.3,13.6
213.8,10.1,83.2,14.8
1130.7,56.6,76.8,15.1
185.3,15.6,71.9,9.6
1138.8,82.9,81.1,9.8
489.4,40.8,54.6,12.7
454.3,31.8,56.4,14.6
988.6,64.1,75.6,11.8
285.4,20.6,56.9,14.1
608.3,66.6,58.5,9.0
1007.0,62.8,66.9,13.9
160.4,11.6,63.6,12.5
533.0,65.6,48.3,9.8
130.5,8.6,76.1,11.6
783.2,83.0,54.4,10.0
217.1,15.8,67.8,11.7
300.4,17.6,64.7,15.3
832.7,64.0,59.6,12.6
411.0,20.7,91.5,12.5
450.2,31.5,66.8,12.4
675.9,57.9,69.6,9.7
628.0,44.3,67.3,12.2
872.4,67.4,68.3,11.0
358.6,24.0,63.5,13.7
508.9,45.8,61.6,10.5
871.2,78.3,70.1,9.2
925.6,51.0,83.0,12.7
631.4,59.1,59.8,10.3
753.1,41.6,72.1,14.5
178.1,15.0,73.3,9.4
753.4,39.6,69.2,15.9
731.7,43.9,60.9,15.8
